Date,Q2i,Q2mbr,P,DO,pH2i,COD2i,NH3-N2i,pHo,CODo,NH3-No,Tempo,pHMBR,CODMBR
2023/7/10,176,209,16,3.5,8.7,382,235,6.5,233,3.5,35,6.5,83
2023/7/11,186,193,15.7,1.9,8.6,403,258,6.5,247,3.1,35,6.5,74
2023/7/12,184,212,16.1,2.9,8.5,395,274,6.5,237,3.2,35,6.5,82
2023/7/13,153,223,16.3,0.2,8.2,424,286,6.5,254,3.1,35,6.5,75
2023/7/14,113,113,17.1,2.5,8.7,422,237,6.6,229,2.9,35,6.5,68
2023/7/15,86,83,18.1,4.5,8.6,392,201,6.6,212,2.5,35,6.6,71
2023/7/16,147,140,16.7,6.7,8.6,525,213,6.8,195,2.6,35,6.8,64
2023/7/17,159,193,16.4,5.8,8.6,645,289,6.8,189,2.7,35,6.8,47
2023/7/18,173,151,17.2,6.3,8.1,419,252,6.8,174,2.5,35,6.8,71
2023/7/19,181,183,16,3.7,8.8,333,192,6.8,162,2.3,35,6.8,63
2023/7/20,72,101,18,3.5,8.6,324,174,6.8,174,2.4,35,6.8,73
2023/7/21,18,29,19.3,2.6,8.3,425,198,6.8,178,2.3,35,6.8,82
2023/7/22,117,171,15.6,4,8.5,315,187,6.8,150,2.2,35,6.8,68
2023/7/23,152,153,17.1,2.2,8.2,331,220,6.9,174,2.5,35,6.9,73
2023/7/24,187,231,15.9,2,8.5,473,144,6.9,156,2.6,35,6.9,74
2023/7/25,200,179,17.1,2.5,8.6,420,160,7,160,2.9,33,7,79
2023/7/26,169,207,17.3,4,8.7,468,192,7,172,3.2,33,7,85
2023/7/27,122,146,16.5,3.9,8.6,433,210,7.1,180,3.8,33,7.1,89
2023/7/28,214,136,16.9,2.2,8.5,457,187,7.1,185,3.7,33,7.1,84
2023/7/29,200,145,16.9,3.7,8.3,423,195,7.2,192,3.5,33,7.2,91
2023/7/30,136,134,17.8,4.5,8.2,350,210,7.2,211,3.9,33,7.2,108
2023/7/31,130,177,16.7,4.8,8.5,339,258,7.2,198,5.3,33,7.2,95
2023/8/1,94,56,17.5,4,8.6,312,215,7.4,165,4.2,33,7.4,93
2023/8/2,58,68,18.4,6.9,8.6,256,185,7.4,158,5.1,33,7.4,99
2023/8/3,92,96,16.6,5.8,8.7,473,243,7.4,176,4.5,33,7.4,101
2023/8/4,90,114,17.8,7.1,8.5,452,231,7.4,168,4.2,33,7.4,92
2023/8/5,99,123,17.9,5.5,8.3,426,247,7.4,157,4.3,33,7.4,91
2023/8/6,82,0,19.4,4.7,8.4,439,256,7.4,143,4.2,33,7.4,85
2023/8/7,110,43,18.6,3.3,8.2,280,185,7.4,128,3.7,32,7.4,96
2023/8/8,80,45,17.1,4.9,8.5,357,200,7.3,152,3.3,32,7.3,96
2023/8/9,25,56,17,5.9,8.5,360,210,7.4,160,3.6,32,7.4,84
2023/8/10,94,0,18.3,7.2,8.4,320,222,7.5,201,5.1,32,7.5,101
2023/8/11,108,124,18.7,7.6,8.6,372,255,7.5,186,4.4,32,7.5,105
2023/8/12,150,68,19.7,4.2,8.3,315,237,7.5,177,3.8,32,7.5,97
2023/8/13,109,188,18.4,2.3,8.4,364,241,7.5,184,3.9,32,7.5,89
2023/8/14,187,161,17.5,1.6,8.6,348,256,6.5,214,5.2,32,6.5,105
2023/8/15,149,184,16.5,4.2,8.5,336,212,6.9,210,5.8,32,6.9,102
2023/8/16,197,185,16.6,5.9,8.6,390,241,6.9,188,4.5,32,6.9,85
2023/8/17,150,180,16.3,4.4,8.5,350,210,7,175,4.4,32,7,83
2023/8/18,160,160,17.1,6.7,8.5,320,220,7,201,5.6,32,7,82
2023/8/19,96,152,17.5,6.8,8.6,361,238,7,220,4.9,32,7,95
2023/8/20,90,123,17.2,7.1,8.7,308,195,7,214,4.7,32,7,87
2023/8/21,79,70,17.9,7.5,8.5,321,167,7,195,4.8,32,7,91
2023/8/22,33,70,18.2,5.2,8.4,352,180,7,183,4.6,32,7,86
2023/8/23,102,70,18.2,8,8.5,336,158,6.9,170,4.2,32,6.9,93
2023/8/24,135,79,19.3,6.1,8.7,310,180,6.9,178,3.8,32,6.9,83
2023/8/25,95,65,19.6,7.7,8.7,325,175,7,156,4.2,32,7,69
2023/8/26,147,236,16.6,8.4,8.6,360,198,7,145,3.5,32,7,70
2023/8/27,152,114,17.9,8.4,8.5,341,206,7,149,3.3,32,7,82
2023/8/28,111,56,18.2,8.3,8.3,372,230,7,156,3,32,7,88
2023/8/29,87,64,19.1,8.8,8.5,357,240,7,168,3.2,32,7,77
2023/8/30,68,158,17,4.2,8.3,344,203,7,188,3.7,32,7,89
2023/8/31,0,102,16.9,7.3,8.3,323,222,6.9,174,3.2,32,6.9,64
2023/9/1,71,36,17.9,5,8.2,410,248,6.9,179,3.3,31,6.9,82
2023/9/2,77,109,17.6,5.8,8.3,380,260,7,185,6.2,31,7,71
2023/9/3,182,111,16.7,8,8.3,350,255,7,210,5.5,31,7,101
2023/9/4,173,190,16.1,5.7,8.3,421,270,7,198,5.8,31,7,107
2023/9/5,169,251,16,5.7,8.6,392,246,7,185,4.6,31,7,94
2023/9/6,202,178,17,2.4,8.9,331,303.8,6.6,148,3.9,31,6.6,86
2023/9/7,114,155,17.2,4.1,8.5,362,287,6.8,247,6.7,31,6.8,105
2023/9/8,63,116,17.3,8,8.6,341,266,6.8,220,6.1,32,6.8,93
2023/9/9,78,101,17.6,8.8,8.5,414,302,6.8,234,5.9,32,6.8,87
2023/9/10,146,62,19.6,9.2,8.5,370,280,6.8,222,5.6,31,6.8,84
2023/9/11,145,21,21.1,9.1,8.5,360,270,6.6,212,5.2,31,6.6,86
2023/9/12,131,116,21.2,7.6,8.7,394,316,6.6,203,5.8,31,6.6,73
2023/9/13,102,211,18.5,7.8,8.3,385,305,6.7,215,4.2,31,6.7,63
2023/9/14,73,207,15.8,9.1,8.5,369,312,6.6,230,3.8,31,6.6,68
2023/9/15,74,81,17.3,8.3,8.3,347,263,6.8,250,3.4,31,6.8,101
2023/9/16,50,70,17.4,7.6,8.2,402,274,6.6,245,3.6,31,6.6,75
2023/9/17,72,63,17.6,4.2,8.3,380,250,6.6,210,4.5,31,6.6,76
2023/9/18,74,117,17.2,4.2,8.3,390,260,6.5,199,4.4,31,6.5,69
2023/9/19,66,28,18.7,7.4,8.3,385,251,6.6,186,3.8,31,6.6,70
2023/9/20,71,133,17.8,6.4,8.5,364,238,6.5,178,3.4,31,6.5,81
2023/9/21,65,107,17.8,5.5,8.1,213.5,186,6.5,166,3.1,31,6.5,76
2023/9/22,103,131,17.1,3,8.2,325,210,6.5,170,3.2,31,6.5,81
2023/9/23,43,87,17.8,0,8.4,348,183,6.5,177,3.3,31,6.5,86
2023/9/24,68,89,17.6,4,8.5,294,170,6.4,175,3.2,31,6.4,90
2023/9/25,98,154,17.5,6.8,8.1,302,194,6.4,182,3.1,31,6.4,70
2023/9/26,0,196,15.4,7.3,8.4,326,184,6.4,193,2.6,31,6.4,81
2023/9/27,34,21,16.8,7.8,8.4,310,190,6.4,181,2.5,31,6.4,70
2023/9/28,172,54,17,2.4,8.6,342,215,6.4,202,2.8,31,6.4,78
2023/9/29,153,86,17.9,2.6,8.4,326,227,6.4,218,3.6,31,6.4,85
2023/9/30,117,102,19.2,1.4,8.3,352,234,6.4,195,3.5,31,6.4,89
2023/10/1,87,146,19,2.8,8.5,364,241,6.4,176,3.2,31,6.4,85
2023/10/2,213,95,20.5,3.9,8.4,405,268,6.3,189,3.9,31,6.3,80
2023/10/3,136,157,17.9,2.2,8.2,485,385,6.3,172,7.8,31,6.3,85
2023/10/4,185,184,18.2,0.5,8.5,460,375,6.3,180,8,31,6.3,89
2023/10/5,131,272,14.8,6.9,8.3,553,296.3,6.3,180,7.7,31,6.3,84
2023/10/6,37,205,15.8,7.7,8.6,528,287,6.3,193,8.2,31,6.3,97
2023/10/7,20,87,15.7,7.9,8.2,452,263,6.3,184,7.1,31,6.3,89
2023/10/8,98,51,16.6,2.2,8.3,484,278,6.3,192,7.2,31,6.3,94
2023/10/9,92,76,16.7,1.9,8.5,453,284,6.3,188,7.1,31,6.3,87
2023/10/10,62,141,15.3,3.5,8.6,410,271,6.3,210,6.8,31,6.3,113
2023/10/11,88,45,17.5,3.8,8.6,395,282,6.3,205,6.9,31,6.3,108
2023/10/12,65,32,17.9,4.7,8.6,356,275,6.3,198,7.1,31,6.3,115
2023/10/13,94,41,17.8,5.6,8.6,380,280,6.3,189,7.2,31,6.3,98
2023/10/14,76,102,16.7,6.9,8.4,425,263,6.4,208,6.7,31,6.4,103
2023/10/15,82,58,17.1,6.4,8.5,368,281,6.4,217,7,31,6.4,110
2023/10/16,81,25,18.9,2.4,8.3,410,295,6.4,244,6.9,31,6.4,120
2023/10/17,90,105,17.1,0.8,8.5,430,278,6.4,230,8.2,31,6.4,108
2023/10/18,155,123,17,3.5,8.5,417,276,6.3,236,4.5,33,6.3,124
2023/10/19,200,183,18,1.1,8.2,474,285,6.3,241,8.8,33,6.3,119
2023/10/20,175,160,17.5,6.5,8.5,420,270,6.3,222,7.7,33,6.3,116
2023/10/21,210,227,15,9.1,8.5,380,268,6.3,230,7.6,33,6.3,120
2023/10/22,184,134,17,9.6,8.4,416,281,6.3,218,7.2,33,6.3,125
2023/10/23,161,202,15.2,8.5,8.6,374,259,6.4,196,7.1,33,6.4,108
2023/10/24,205,176,16.1,4.4,8.5,395,272,6.4,244,7.2,33,6.4,115
2023/10/25,103,161,17.4,2.6,8.3,451,283,6.4,232,7.1,33,6.4,107
2023/10/26,53,68,18.5,8.7,8.1,354,106,6.2,209,4.9,33,6.2,101
2023/10/27,27,161,15.9,9.5,8.1,340,130,6.3,199,5.2,33,6.3,99
2023/10/28,123,151,15.6,9.4,8.2,352,141,6.2,203,5.7,33,6.2,84
2023/10/29,156,125,16.1,8.2,8.2,360,150,6.3,210,5.5,33,6.3,95
2023/10/30,179,91,17,7.3,8.4,382,176,6.3,223,5.4,33,6.3,101
2023/10/31,157,153,17,7.7,8.5,425,194,6.3,216,4.9,32,6.3,92
2023/11/1,158,165,16.3,7.8,8.2,471,278,6.3,211,4.5,32,6.3,125
2023/11/2,141,197,15.9,8.6,8.5,456,248,6.3,245,4.6,32,6.3,114
2023/11/3,171,117,16.8,7.4,8.4,385,214,6.3,257,5.5,32,6.3,108
2023/11/4,168,230,14.8,7.6,8.5,405,228,6.2,229,5.6,32,6.2,106
2023/11/5,182,232,14,8.8,8.5,360,210,6.2,216,5.6,32,6.2,110
2023/11/6,159,156,14.9,8.9,8.5,411,196,6.3,198,4.8,32,6.3,89
2023/11/7,172,167,14.8,9.5,8.4,392,225,6.3,184,5.3,32,6.3,96
2023/11/8,104,163,14.8,9.2,8.6,268,175,6.3,205,6.1,32,6.3,112
2023/11/9,111,90,16.2,9.5,8.4,350,200,6.3,199,5.9,32,6.3,108
2023/11/10,96,96,16.7,9.6,8.5,340,187,6.3,208,5.2,32,6.3,68
2023/11/11,80,110,16,10,8.3,275,186,6.2,195,4.2,32,6.2,72
2023/11/12,64,40,17.9,10.1,8.4,385,194,6.2,187,4.1,32,6.2,89
2023/11/13,0,0,18.2,7.6,8.7,375,190,6.3,175,3.6,32,6.3,86
2023/11/14,126,33,17.3,8.9,8.7,360,176,6.3,180,4.2,32,6.3,95
2023/11/15,117,145,16.5,9.6,8.1,335,206,6.3,172,4.5,32,6.3,103
2023/11/16,179,152,15.3,9.5,8.3,357,184,6.3,197,5.1,32,6.3,116
2023/11/17,200,211,15.5,6.1,8.5,368,195,6.3,184,5.2,32,6.3,105
2023/11/18,166,173,15.8,8,8.6,356,176,6.3,180,5.1,32,6.3,78
2023/11/19,154,274,12.8,3.4,8.5,260,189,6.3,171,4,32,6.3,62
2023/11/20,177,185,14.9,3,8.7,310,212,6.3,192,4.3,32,6.3,81
2023/11/21,193,169,15.2,6.7,8.7,307,200,6.4,185,4.5,32,6.4,75
2023/11/22,190,169,16.3,7.8,8.6,339,177,6.4,178,4.2,32,6.4,85
2023/11/23,185,204,15.2,6.5,8.4,287,182,6.4,194,4.6,32,6.4,91
2023/11/24,47,216,14.1,7.9,8.5,306,226,6.4,207,5.2,32,6.4,105
2023/11/25,268,155,15.3,8.3,8.4,295,247,6.4,187,5.1,32,6.4,98
2023/11/26,175,99,16.7,8.1,8.5,315,219,6.4,190,4.8,33,6.4,102
2023/11/27,162,150,16.6,7.3,8.7,330,201,6.4,211,4.5,34,6.4,99
2023/11/28,202,214,13.7,7.5,8.5,321,198,6.4,202,4.2,34,6.4,95
2023/11/29,187,187,13.5,5.3,8.8,421,148,6.3,150,3.6,34,6.3,40
2023/11/30,193,200,16,7.6,8.4,387,151,6.3,189,3.5,34,6.3,57
2023/12/1,164,161,16.4,7.5,8.7,425,217,6.3,203,4.2,34,6.3,78
2023/12/2,209,280,14.2,6.5,8.5,410,209,6.3,214,4.1,34,6.3,64
2023/12/3,152,113,16.7,6.6,8.6,440,210,6.3,237,4.2,34,6.3,75
2023/12/4,167,184,15.3,7,8.4,410,209,6.3,218,4.1,34,6.3,84
2023/12/5,149,145,16.3,6,8.3,391,199,6.4,200,3.9,34,6.4,66
2023/12/6,156,79,18.3,6.8,8.4,380,176,6.3,210,3.6,34,6.4,58
2023/12/7,190,111,17.9,7.9,8.4,340,210,6.3,180,3.7,34,6.3,61
2023/12/8,173,186,17.5,6.6,8.4,348,174,6.3,175,3.5,34,6.3,33
2023/12/9,143,173,17.7,7.2,8.6,362,193,6.3,187,3.8,34,6.3,56
2023/12/10,164,224,16.3,8.1,8.3,297,162,6.3,205,4.3,34,6.3,44
2023/12/11,153,159,16.3,8.2,8.5,340,174,6.3,241,4.2,34,6.3,52
2023/12/12,82,115,17.1,8.7,8.4,326,167,6.3,221,4.1,34,6.3,48
2023/12/13,90,106,16.5,9,8.5,338,159,6.3,202,3.6,34,6.3,46
2023/12/14,57,60,17.3,9.1,8.6,351,174,6.3,188,3.5,34,6.3,62
2023/12/15,90,36,18.5,9.2,8.6,320,165,6.3,177,3.2,34,6.3,41
2023/12/16,92,93,17,9.6,8.6,330,170,6.3,170,3.1,34,6.3,51
2023/12/17,106,185,15.1,9.3,8.4,361,189,6.3,182,3.3,34,6.3,56
2023/12/18,132,76,16.3,9,8.5,1868,260,6.4,201,3.5,34,6.4,75
2023/12/19,165,152,15.1,9.3,8.5,1035,205,6.4,220,3.7,34,6.4,43
2023/12/20,158,141,16,9.2,8.3,1146,238,6.5,198,3.4,34,6.5,49
2023/12/21,155,164,15.6,9.1,8.6,973,284,6.4,181,3.6,34,6.4,52
2023/12/22,132,119,16.3,9.5,8.5,890,256,6.3,195,2.8,34,6.3,44
2023/12/23,270,248,14.6,8.5,8.4,752,252,6.3,150,2.7,33,6.3,45
2023/12/24,198,243,14.2,9.3,8.4,421,185,6.3,95,1.5,32,6.3,41
2023/12/25,187,101,16.9,9.3,8.6,533,236,6.3,102,1.7,32,6.3,48
2023/12/26,126,180,15.9,9.6,8.3,449,139,6.4,93,1.9,32,6.4,52
2023/12/27,124,73,17.4,10.1,8.5,454,154,6.4,87,1.8,32,6.4,45
2023/12/28,133,71,17.8,10.1,8.4,430,148,6.4,78,1.7,32,6.4,42
2023/12/29,118,166,16,9.9,8.2,476,164,6.4,75,1.5,32,6.4,38
2023/12/30,116,115,16.4,9.9,8.6,344,148,6.4,68,1.4,32,6.4,37
2023/12/31,96,180,14.7,10.3,8.6,360,141,6.4,76,1.6,32,6.4,40
2024/1/1,130,68,16.8,10.6,8.4,360,180,6.4,76,1.6,32,6.4,38
2024/1/2,136,87,16.9,10.5,8.5,324,157,6.4,83,1.6,32,6.4,40
2024/1/3,133,160,16.2,10.5,8.2,913,181,6.4,72,1.5,32,6.4,35
2024/1/4,214,185,15.2,10.5,8.6,513,171,6.6,81,1.4,32,6.6,31
2024/1/5,166,170,16.4,10.4,8.5,473,182,6.5,75,1.5,32,6.5,28
2024/1/6,168,167,15.8,10.1,8.6,441,194,6.5,68,1.6,32,6.5,35
2024/1/7,174,213,14.9,10.2,8.4,596,155,6.5,66,1.5,32,6.5,38
2024/1/8,169,138,16.3,10.1,8.4,543,165,6.5,61,1.6,32,6.5,26
2024/1/9,260,141,16.4,9.8,8.4,475,171,6.5,60,1.5,32,6.5,23
2024/1/10,125,154,17.4,9.8,8.2,517,180,6.5,79,1.5,32,6.5,38
2024/1/11,117,210,16.9,10.3,8.5,435,164,6.6,72,1.6,32,6.5,45
2024/1/12,136,197,15.6,10.3,8.4,420,159,6.6,75,1.5,32,6.6,37
2024/1/13,135,105,16.2,10.3,8.5,437,162,6.5,68,1.4,32,6.5,34
2024/1/14,190,180,14.4,10.2,8.4,420,193,6.6,79,1.1,32,6.6,48
2024/1/15,121,129,15.5,10.3,8.5,454,182,6.6,65,1.1,32,6.6,45
2024/1/16,146,152,15.6,10.2,8.5,460,170,6.6,75,1.2,31,6.6,41
2024/1/17,182,67,17.8,10.5,8.5,511,213,6.6,80,1.5,31,6.6,48
2024/1/18,168,137,17.4,10.6,8.4,484,189,6.6,74,1.4,31,6.5,45
2024/1/19,180,132,16.4,10.7,8.2,376,161,6.6,85,1.7,31,6.6,52
2024/1/20,198,133,13.2,10.8,8.5,420,174,6.5,76,1.6,31,6.5,47
2024/1/21,142,105,11.5,10.8,8.4,407,168,6.5,87,1.7,31,6.5,51
2024/1/22,61,113,11.4,10.9,8.4,422,178,6.5,69,1.5,31,6.5,44
2024/1/23,56,88,13.2,11.1,8.5,450,195,6.5,70,1.3,31,6.5,46
2024/1/24,80,84,12.9,11.1,8.5,380,170,6.5,80,1.6,31,6.5,48
2024/1/25,81,40,14.1,11.2,8.5,350,167,6.5,76,1.5,31,6.5,56
2024/1/26,122,145,12.9,11.1,8.2,412,185,6.5,82,1.7,30,6.5,50
2024/1/27,180,189,12.8,11.2,8.2,400,175,6.5,89,1.7,30,6.5,45
2024/1/28,149,125,14.5,11.2,8.3,420,181,6.5,87,1.8,29,6.5,51
2024/1/29,110,98,13.8,11,8.4,450,177,6.5,75,1.7,29,6.5,44
2024/1/30,181,173,12.9,10.7,8.6,410,169,6.5,81,1.8,29,6.5,41
2024/1/31,166,128,15.6,10.6,8.4,450,178,6.5,78,1.7,29,6.5,48
2024/2/1,141,175,14.6,10.2,8.6,385,172,6.5,80,1.7,29,6.5,43
2024/2/2,153,123,17.1,10.8,8.5,400,168,6.5,75,2,29,6.5,39
2024/2/3,115,189,15.8,10.7,8.3,364,180,6.6,86,2.3,29,6.6,41
2024/2/4,174,236,13.8,11.1,8.2,320,127,6.6,93,2.5,29,6.6,46
2024/2/5,162,115,16.1,11.1,8.5,387,151,6.6,87,2.4,29,6.6,42
2024/2/6,202,169,15.3,11.2,8.4,356,174,6.6,84,2.5,29,6.6,45
2024/2/7,142,208,14.4,11,8.6,392,183,6.6,88,2.6,29,6.6,47
2024/2/8,150,92,16.3,11,8.5,460,170,6.6,90,2.6,29,6.6,42
2024/2/9,145,229,14.1,11.1,8.5,420,172,6.6,87,2.5,29,6.6,45
2024/2/10,165,160,14.9,11,8.5,358,168,6.6,86,2.5,29,6.6,43
2024/2/11,140,183,14.3,10.7,8.4,392,184,6.6,90,2.6,29,6.6,46
2024/2/12,110,140,15.6,10.5,8.2,405,192,6.6,82,2.7,29,6.6,45
2024/2/13,40,19,17.9,10.5,8.3,347,184,6.6,74,2.6,29,6.6,48
2024/2/14,0,52,17,10.7,8.5,385,192,6.6,80,2.5,29,6.6,42
2024/2/15,23,0,21,11,8.5,396,186,6.6,76,2.5,29,6.6,43
2024/2/16,3,0,8.2,11.2,8.5,264,214,6.6,78,1.9,29,6.6,63
2024/2/17,68,52,16.9,11.2,8.5,280,211,6.6,75,1.9,29,6.6,50
2024/2/18,69,79,17,11.1,8.5,270,215,6.5,71,1.8,29,6.5,40
2024/2/19,0,59,17.3,11.1,8.5,326,233,6.5,78,1.8,29,6.5,46
2024/2/20,50,42,16.1,11.1,8.1,360,188,6.4,81,2.3,28,6.4,43
2024/2/21,35,89,14.4,10.7,8.8,740,285,6.5,98,7.6,28,6.5,56
2024/2/22,42,45,16.8,10.5,8.9,613,269,6.6,101,8.1,28,6.6,64
2024/2/23,57,63,15.8,10.4,8.9,559,285,6.7,89,8.5,28,6.7,60
2024/2/24,42,64,16.8,10.8,8.5,456,210,6.8,132,10.6,27,6.8,74
2024/2/25,81,45,17.4,11.5,8.5,510,220,6.8,123,2.3,27,6.8,61
2024/2/26,72,49,17.6,11.8,8.5,450,215,6.9,119,2.5,27,6.9,65
2024/2/27,58,178,14.8,11.9,8.6,473,231,6.9,112,2.5,27,6.9,58
2024/2/28,66,75,16.4,12,8.3,438,257,6.9,124,2.8,27,6.9,67
2024/2/29,70,19,18.7,12.1,8.1,421,267,6.9,118,2.8,27,6.9,63
2024/3/1,37,54,20.7,12.2,8.8,492,268,7,108,2.4,27,7,59
2024/3/2,111,245,16.1,10.5,8.5,420,250,7,99,2.4,27,7,60
2024/3/3,95,126,17.4,11.5,8.6,521,287,7,105,2.5,26,7,59
2024/3/4,73,26,17.5,11.7,8.6,430,260,7.2,180,2.5,26,7.2,77
2024/3/5,43,26,17.5,9.2,8.6,459,224,7.5,135,2.6,26,7.5,65
2024/3/6,53,0,27.2,10.7,8.4,473,247,7.5,128,2.3,26,7.5,75
2024/3/7,106,47,26,10.9,8.2,428,204,7.6,133,2.5,26,7.6,80
2024/3/8,54,35,19,10.5,8.4,771,273,7.7,155,2.6,26,7.7,71
2024/3/9,67,48,17,10.4,8.3,682,249,7.7,147,2.3,26,7.7,73
2024/3/10,73,132,17.2,10.5,8.6,541,227,7.7,132,2.4,26,7.7,68
2024/3/11,63,66,18.2,10.3,8.5,561,312,7.7,126,2.6,26,7.7,75
2024/3/12,84,115,17.7,10.4,8.5,510,306,7.9,130,3.1,27,7.7,77
2024/3/13,118,46,18.9,9.4,8.5,523,316,7.9,135,3.2,28,7.9,78
2024/3/14,121,67,18.8,8.9,8.6,472,282,7.9,142,3.3,28,7.9,83
2024/3/15,176,130,18.6,8.2,8.4,458,263,7.9,150,3.5,29,7.9,88
2024/3/16,158,181,17.5,8.1,8.4,465,258,7.9,160,3.6,30,7.9,85
2024/3/17,169,165,19.1,8.1,8.5,568,296,7.9,152,3.3,30,7.9,78
2024/3/18,111,122,20,6.9,8.5,548,288,8,182,3.6,30,8,105
2024/3/19,171,174,18.1,8.7,8.6,664,270,7.9,190,3.8,29,7.9,95
2024/3/20,136,129,17.6,9.2,8.6,530,260,8,186,3.8,28,8,89
2024/3/21,140,161,17.5,7.5,8.6,536,265,8,211,4.3,28,8,114
2024/3/22,134,83,18.4,7.9,8.4,553,282,8,192,4.1,27,8,99
2024/3/23,197,108,18.3,6,8.4,515,251,8,185,3.9,27,8,94
2024/3/24,223,126,18.7,4.8,8.4,460,260,8,195,4,28,8,106
2024/3/25,140,170,17.9,7.8,8.5,505,287,8,222,4.1,29,8,108
2024/3/26,120,172,17.4,8,8.4,518,258,8,199,3.6,30,8,98
2024/3/27,179,106,17.1,8.7,8.7,584,271,8,187,3.1,30,8,115
2024/3/28,157,143,16.6,8.1,8.6,560,260,8,200,3.2,30,8,108
2024/3/29,108,80,17.8,8.5,8.6,570,265,8,192,3.1,30,8,102
2024/3/30,152,93,17.7,8.1,8.6,541,282,8,185,3,30,8,117
2024/3/31,156,94,18.1,6.3,8.4,469,247,8,196,2.9,30,8,110
2024/4/1,72,48,17.7,8.6,8.6,540,280,8,184,3,30,8,109
2024/4/2,70,48,18.3,8.6,8.5,565,249,7.9,178,2.5,29,7.9,101
2024/4/3,159,37,17.8,8.2,8.4,520,268,7.9,189,2.2,29,7.9,112
2024/4/4,176,176,16.8,8.5,8.3,441,235,7.9,169,1.9,29,7.9,98
2024/4/5,155,45,18.6,9.6,8.3,460,240,7.9,172,1.8,29,7.9,95
2024/4/6,153,80,18.4,9.5,8.3,596,220,7.9,192,2,29,7.9,129
2024/4/7,140,116,19.3,9.5,8.4,547,233,7.9,203,2.1,29,7.9,117
2024/4/8,178,50,21.4,8.6,8.4,516,225,7.9,211,2.2,29,7.9,123
2024/4/9,185,104,20,7.3,8.6,490,220,7.9,231,3.1,30,7.9,152
2024/4/10,173,161,17.6,7.5,8.5,450,212,7.9,200,2.8,30,7.9,144
2024/4/11,186,156,17,8.5,8.4,510,241,7.9,211,2.7,30,7.9,135
2024/4/12,120,130,18,9.3,8.6,530,254,7.9,202,2.5,29,7.9,139
2024/4/13,134,155,16.5,7.9,8.6,480,260,7.9,199,2.8,29,7.9,132
2024/4/14,163,193,16.1,5,8.6,490,265,7.9,203,2.6,29,7.9,125
2024/4/15,93,138,19.1,6.7,8.5,513,274,7.9,211,2.8,29,7.9,130
2024/4/16,116,237,17.2,5.9,8.4,475,249,7.9,196,2.6,29,7.9,122
2024/4/17,141,138,20.4,5.3,8.4,771,279,8,198,3.5,30,8,140
2024/4/18,112,181,20.9,7,8.3,743,256,8,185,3.7,30,7.9,136
2024/4/19,193,192,23.1,5.3,8.2,694,264,8,200,10.3,31,7.8,142
2024/4/20,115,118,23.2,7.5,8.3,635,283,7.8,210,20,31,7.8,159
2024/4/21,160,176,18.7,6.7,8.4,671,268,7.9,206,2.5,31,7.9,140
2024/4/22,170,229,18,4.9,8.3,811,360,7.9,198,2.8,31,7.9,128
2024/4/23,147,117,18.7,7.9,8.5,473,269,7.9,213,3.9,31,7.9,131
2024/4/24,154,47,21.7,8.6,8.4,510,276,7.6,201,4.1,31,7.2,120
2024/4/25,148,139,20.1,5.3,8.3,536,259,7.9,220,3.4,30,7.9,128
2024/4/26,143,164,20.9,6.7,8.2,588,264,7.9,202,3.2,30,7.9,147
2024/4/27,100,240,20.5,6.3,8.3,602,271,7.9,230,2.4,30,7.9,135
2024/4/28,163,268,19.8,6.4,8.4,515,243,7.9,222,2.1,30,7.9,128
2024/4/29,191,265,19.4,4.8,8.5,560,260,7.9,210,2.6,31,7.9,119
2024/4/30,151,261,19.2,4.5,8.6,570,271,7.9,198,1.5,32,7.9,131
2024/5/1,157,186,18.8,6.6,8.6,486,253,7.9,214,1.8,32,7.9,140
2024/5/2,170,119,20.5,6.7,8.4,533,269,7.9,228,2.5,32,7.9,135
2024/5/3,137,197,19.7,7,8.5,480,270,7.9,219,2.6,32,7.9,129
2024/5/4,127,205,19.1,6.4,8.3,512,265,7.9,231,2.5,31,7.9,133
2024/5/5,154,242,18,3.9,8.5,550,241,7.9,220,2.4,31,7.9,135
2024/5/6,188,244,17.1,7.5,8.4,581,211,7.9,256,8.8,31,7.9,177
2024/5/7,177,283,17.4,7,8.5,544,232,7.9,246,6.1,31,7.9,159
2024/5/8,171,160,17.8,7.6,8.5,560,240,8,215,5.3,31,8,143
2024/5/9,118,143,19.2,7.4,8.2,505,220,7.9,238,5.6,31,7.9,135
2024/5/10,84,95,20.4,7.9,8.3,482,265,7.9,251,4.8,31,7.9,126
2024/5/11,138,190,20.5,7.9,8.3,560,280,7.9,260,5,29,7.9,130
2024/5/12,76,231,19.6,8.4,8.5,520,254,7.9,288,4.2,29,7.9,145
2024/5/13,130,230,18.5,8.9,8.4,564,283,7.9,255,4.1,29,7.9,112
2024/5/14,35,75,19.4,9.4,8.3,498,259,7.9,249,3.8,28,7.9,124
2024/5/15,81,151,19,9.6,8.3,500,260,7.8,223,4,27,7.8,135
2024/5/16,116,159,18.1,8.8,8.3,560,270,7.8,211,4,27,7.8,121
2024/5/17,132,89,20.2,9.8,8.5,517,288,7.8,228,4.3,27,7.8,130
2024/5/18,191,155,18.4,8.4,8.6,494,256,7.8,233,4.6,27,7.8,135
2024/5/19,151,155,17.5,6.3,8.6,480,260,7.8,221,4.5,30,7.8,129
2024/5/20,125,147,19.3,5.6,8.5,572,294,7.8,215,4.2,32,7.8,136
